,Marketed Channel (CCM Website),Marketed Channel (Social Media),Marketed Channel (Community Event),Marketed Channel (Family member or friend),Marketed Channel (Current CCM student),Marketed Channel (CCM alumni),Marketed Channel (High School Teacher),Marketed Channel (High School Counselor),Marketed Channel (In-app advertisement),How You Heard (Employer),How You Heard (Billboard),How You Heard (Television),How You Heard (Radio),How You Heard (Home Mailer),How You Heard (Other),Impact (Affordable Cost),Impact (Location/Convenience),Impact (Choice of Programs),Impact (Online Offerings),Impact (Family/Friend Referral),Impact (Faculty/Staff),Impact (College Reputation),Impact (Financial Aid),Impact (Scholarships),Impact (Small Class Sizes),Impact (Extra-curricular Opportunities),Impact (Accepted Transfer Credits),Impact (Negative Experience at Another College),Impact (NJ Stars Program),Impact (Transfer CCM Credits),Impact (College Credit in High School),What degree program are you currently enrolled in?,Motivation (To Get a Job in Computing Field),Motivation (Transfer to Bachelor's Level Program),Motivation (Transfer Credits Back to HS Degree),Motivation (Career Advancement),Motivation (Career Change),Motivation (Professional Development),Motivation (Job Displacement),Motivation (Relocation),Motivation (Keep Current in Tech Industry),Motivation (IT Industry Certifications),Motivation (Financial),Motivation (Personal Enrichment),Major,Scale,Please explain your answer to the question above.  Why or why not would you be interested in taking another computing class?,Gender,Race/ethnicity,Age 
142,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Hispanic,35-64
143,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,,,,,,,,,,,,,,Mechanical engineer of technology,,,,,,,,,,,,,,3.0,i like to work in the computer but i like to work moving around. i do not really like to be sitting down all day in front a computer,Man,Hispanic,21-24
144,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,White,21-24
145,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Computer Science,,,Woman,Multi-Racial,19-20
146,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,,Some Impact,,Some Impact,,CIS Game Development Option,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Computer Science,,,Woman,White,19-20
147,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,,High Impact,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Business,,,Man,Hispanic,25-34
148,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Don't recall,Don't recall,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Undecided,,,,,,,,,,,,,,5.0,I would be interesting to start another class since it would allow me to learn more specific skills in the field.,Man,White,19-20
149,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Undecided,,,,,,,,,,,,,,3.0,I'm moderately interested but do not need anymore credits,Man,White,21-24
150,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Business,,,Man,Black/African American,19-20
151,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Computer Science,,,Man,White,19-20
152,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,,,,,,,,,,,,,Web Development Certificate of Achievement,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Computer Science,,,Woman,Asian,25-34
153,No,No,No,Yes,No,No,No,Don't recall,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Engineering,,,Man,Asian,19-20
154,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Undecided,,,,,,,,,,,,,,4.0,I'm excited to use this knowledge and apply it toward more advanced projects and applications,Man,Hispanic,21-24
155,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Undecided,,,,,,,,,,,,,,4.0,I would like to learn how to create video games at some point.,Man,White,25-34
156,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,,Some Impact,Some Impact,,,,Some Impact,No Impact,,High Impact,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Computer Science,,,Man,Asian,19-20
157,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical Engineering Technology,,,,,,,,,,,,,,2.0,"It is a bit irrelevant for what I am studying, and I am not very good at it.",Man,Hispanic,19-20
158,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Don't recall,Don't recall,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,,,5.0,I would be interested in taking more computing classes since I could learn more specific skills in the field.,Man,White,19-20
159,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,High Impact,,,,,Some Impact,High Impact,High Impact,,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Computer Science,,,Prefer not to say,Unknown,21-24
160,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Photography,,,Man,White,65+
161,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Undecided,,,,,,,,,,,,,,4.0,I enjoy working on computers and it is a great skill for every job,Man,White,19-20
162,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Computer Science,,,Man,Multi-Racial,25-34
163,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Man,Black/African American,18 and younger
164,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,White,21-24
165,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,Political Science ,,,,,,,,,,,,,,2.0,Does not really pertain to my major ,Man,Hispanic,19-20
166,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Engineering Science,,,,,,,,,,,,,,5.0,I am a computer engineering major so naturally I am interested in programming.,Man,Hispanic,21-24
167,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Business,,,Man,White,18 and younger
168,Don't recall,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,,,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,,,,High Impact,,Information Technology,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Computer Science,,,Man,White,19-20
169,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Computer Science,,,Man,White,18 and younger
170,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,,,No Impact,High Impact,,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Computer Science,,,Man,White,19-20
171,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Computer Science,,,Man,Hispanic,18 and younger
172,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Business Admin,,,,,,,,,,,,,,5.0,I want to switch my major to computer science and pursue a degree/ career in comp sci,Man,White,25-34
173,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,,,High Impact,Some Impact,,,,High Impact,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Soicial Science,,,Woman,White,19-20
174,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,Multi-Racial,19-20
175,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Mechanical engineering tech,,,,,,,,,,,,,,4.0,Well help me in my field of engineering and using robotics.,Man,White,21-24
176,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,,Some Impact,,,Some Impact,,,Some Impact,,,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Computer Science,,,Man,Hispanic,18 and younger
177,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Computer Science,,,Man,White,19-20
178,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Business,,,Man,White,21-24
179,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,White,21-24
180,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Asian,18 and younger
181,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,,,,,,,,,,,,High Impact,,High Impact,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Science,,,Woman,Asian,19-20
182,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,,,,High Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Computer Science,,,Non-binary,White,19-20
183,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Engineering,,,Woman,Asian,21-24
184,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Don't recall,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,,,High Impact,Some Impact,High Impact,High Impact,High Impact,,,High Impact,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Hispanic,18 and younger
185,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Don't recall,Some Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,,Information Technology,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Computer Science,,,Man,Asian,18 and younger
186,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Computer Science,,,Man,Hispanic,18 and younger
187,Yes,Yes,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,No,No,No,No,Don't recall,Don't recall,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,,,,High Impact,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Soicial Science,,,Woman,White,25-34
188,No,No,No,Yes,No,Don't recall,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,,,,,,,,,,,,,High Impact,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Computer Science,,,Man,Unknown,19-20
189,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Engineering,,,Man,Hispanic,18 and younger
190,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Non-binary,Asian,19-20
191,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Computer Science,,,Man,White,19-20
192,Yes,Don't recall,No,Yes,Yes,No,Yes,Yes,Don't recall,No,Yes,Don't recall,Don't recall,Yes,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Engineering,,,Man,Multi-Racial,35-64
193,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Soicial Science,,,Woman,Hispanic,19-20
194,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Computer Science,,,Man,Hispanic,18 and younger
195,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,MET,,,,,,,,,,,,,,3.0,I am interested in coding however it is not what I would like to do permanently and like to focus on other things.  ,Man,White,19-20
196,Don't recall,Don't recall,Don't recall,Don't recall,Yes,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,High Impact,High Impact,,,,,High Impact,High Impact,Business,,,,,,,,,,,,,,3.0,"It is not my major, just something I enjoy learning about",Man,Multi-Racial,25-34
197,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Business,,,Man,White,18 and younger
198,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,No,Yes,No,No,No,No,No,No,No,No,No,No,Computer Science,,,Woman,Asian,21-24
199,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,White,21-24
200,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Computer Science,,,Man,White,18 and younger
201,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Business Administration,,,,,,,,,,,,,,3.0,Following my Business Admin degree and took this course for fun and to satisfy my elective requirement.,Man,White,21-24
202,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No Impact,No Impact,No Impact,No Impact,,,,,,,,No Impact,,,No Impact,,Finance,,,,,,,,,,,,,,4.0,I like the problem solving aspect when writing programs ,Man,Unknown,19-20
203,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,High Impact,High Impact,,High Impact,,,,,,,,,,,,,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Engineering,,,Woman,Hispanic,35-64
204,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,High Impact,,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,,Data Analytics Certificate of Achievement,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Science,,,Woman,Multi-Racial,19-20
205,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Business Administration ,,,,,,,,,,,,,,4.0,I’m interested because I want to use some computing skills into my field of study. Also the bachelor I’m pursuing in business is related to coding ,Woman,Hispanic,19-20
206,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,,,Some Impact,,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Nursing,,,Woman,Hispanic,35-64
207,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,,,,,,,,,,,,,,4.0,To learn more of the capabilities of Python.,Man,White,65+
208,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Hispanic,35-64
209,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Hispanic,35-64
210,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Don't recall,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Computer Science,,,Man,White,18 and younger
211,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Business,,,Man,Black/African American,18 and younger
212,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,Information Technology,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Computer Science,,,Man,Multi-Racial,21-24
213,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Computer Science,,,Man,Multi-Racial,21-24
214,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,No,No,No,No,No,No,No,No,No,No,No,No,Computer Science,,,Man,Asian,19-20
